,cast,director,runtime,genres,production_companies,budget_adj,revenue_adj
122,Salma Hayek|Hiroyuki Watanabe|Jennifer Blanc|Togo Igawa|Caroline Chikezie,Joe Lynch,90,Thriller|Action,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",0.0,0.0
123,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam RodrÃ­guez,Gregory Jacobs,115,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),13615994.01,112619962.9
124,Chris J. Murray|Brit Shaw|Ivy George|Lauren Frandsen|Tyler Craig,Gregory Plotkin,88,Horror|Thriller,Paramount Pictures|Blumhouse Productions,9199995.952,71851557.15
125,Michael Fassbender|Kodi Smit-McPhee|Ben Mendelsohn|Caren Pistorius|Rory McCann,John Maclean,84,Romance|Thriller|Western,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,0.0,210766.3873
126,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,Jay Roach,124,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,13799993.93,7576804.786
127,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,Billy Ray,111,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,17939992.11,29614535.81
128,Greta Gerwig|Lola Kirke|Charlie Gillette|Dean Wareham|Heather Lind,Noah Baumbach,84,Comedy,RT Features,0.0,2300395.508
129,Tom Kenny|Bill Fagerbakke|Rodger Bumpass|Clancy Brown|Carolyn Lawrence,Paul Tibbitt,93,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,68079970.04,286666383.3
130,Jonah Hill|James Franco|Felicity Jones|Maria Dizzia|Ethan Suplee,Rupert Goold,100,Crime|Drama|Mystery,Plan B Entertainment|Regency Enterprises|New Regency Pictures,0.0,4342117.489
131,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,Boaz Yakin,111,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),18399991.9,40449856.8
132,Justin Fletcher|Omid Djalili|Richard Webber|Kate Harbour|Tim Hands,Mark Burton|Richard Starzack,85,Family|Animation|Comedy|Adventure,Aardman Animations|Studio Canal|Anton Capital Entertainment (ACE),0.0,54923975.83
133,Gabriel Byrne|Isabelle Huppert|Jesse Eisenberg|Devin Druid|Amy Ryan,Joachim Trier,109,Drama,Motlys|Arte France CinÃ©ma|Animal Kingdom,10119995.55,0.0
134,Olga Kurylenko|Benicio del Toro|Tim Robbins|MÃ©lanie Thierry|Fedja Stukan,Fernando LeÃ³n de Aranoa,106,Comedy|Drama,Reposado Producciones|TelevisiÃ³n EspaÃ±ola (TVE)|Mediapro,0.0,1566237.671
135,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,115,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),36799983.81,9811564.763
136,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,82,Horror|Thriller,Bazelevs Production|Blumhouse Productions,919999.5952,57851497.35
137,Reese Witherspoon|SofÃ­a Vergara|Michael Mosley|John Carroll Lynch|Richard T. Jones,Anne Fletcher,87,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,32199985.83,47545764.0
138,Dermot Mulroney|Stefanie Scott|Lin Shaye|Leigh Whannell|Angus Sampson,Leigh Whannell,97,Drama|Horror|Thriller,Sony Pictures,9199995.952,95959500.7
139,Margot Robbie|Chiwetel Ejiofor|Chris Pine,Craig Zobel,97,Drama|Science Fiction|Thriller,Palomar Pictures|Lucky Hat Entertainment|Silver Reel|Material Pictures|Zik Zak Kvikmyndir,0.0,109004.312
140,Julian Morris|Tamzin Merchant|Jassa Ahluwalia|Ben Kingsley|Jonjo O'Neill,Colin Teague,97,Action|Adventure|Fantasy,Raffaella Productions,0.0,0.0
141,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,Nicholas Hytner,104,Comedy|Drama,BBC Films|TriStar Productions,5519997.571,38076655.29
142,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,Paul McGuigan,109,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,36799983.81,31489100.3
143,Manuel Camacho|Jean Reno|Tobias Moretti|Eva Kuen,Gerado Olivares|Otmar Penker,98,Adventure|Drama|Family,Terra Mater Factual Studios,0.0,0.0
144,Jennifer Jason Leigh|David Thewlis|Tom Noonan,Duke Johnson|Charlie Kaufman,90,Animation|Comedy|Drama|Romance,Starburns Industries,7359996.762,3458541.598
145,Kurt Russell|Richard Jenkins|Matthew Fox|Lili Simmons|Sean Young,S. Craig Zahler,132,Horror|Western|Adventure|Drama,Caliber Media Company|The Fyzz Facility|Realbuilder Productions,1655999.271,0.0
146,Ethan Hawke|Emma Watson|Aaron Ashmore|Devon Bostick|David Thewlis,Alejandro AmenÃ¡bar,106,Horror|Mystery|Thriller,The Weinstein Company|HimenÃ³ptero|First Generation Films|Mod Producciones|FilmNation Entertainment,0.0,16257405.77
147,Tobey Maguire|Lily Rabe|Peter Sarsgaard|Liev Schreiber|Sophie NÃ©lisse,Edward Zwick,114,Drama,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,0.0,0.0
148,Jeremy Irons|Dev Patel|Toby Jones|Stephen Fry|Jeremy Northam,Matt Brown,108,Drama,Animus Films|Edward R. Pressman Film|Kreo Films FZ|Xeitgeist Entertainment Group|American Entertainment Investors,0.0,10554653.04
149,Olga Kurylenko|Morgan Freeman|James Purefoy|Jenna Saras|Lee-Anne Summers,Stephen S. Campanelli,96,Thriller|Action,Thaba Media|Azari Media,18399991.9,0.0
150,Bel Powley|Kristen Wiig|Alexander SkarsgÃ¥rd|Christopher Meloni|Margarita Levieva,Marielle Heller,102,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,1839999.19,1358841.242
151,Nicolas Cage|Sarah Wayne Callies|Veronica Ferres|Lyriq Bent|Lauren Beatty,Uli Edel,94,Horror|Thriller,Voltage Films|Midnight Kitchen Productions,0.0,0.0
152,Ryan Reynolds|Gemma Arterton|Anna Kendrick|Jacki Weaver|Ella Smith,Marjane Satrapi,101,Horror|Thriller|Comedy|Crime,Studio Babelsberg|Mandalay Vision|1984 Private Defense Contractors,0.0,0.0
153,Clive Owen|Morgan Freeman|Aksel Hennie|Shohreh Aghdashloo|James Babson,Kazuaki Kiriya,115,Action|Adventure,Czech Anglo Productions|Luka Productions,0.0,3352102.245
154,Salma Hayek|Vincent Cassel|John C. Reilly|Toby Jones|Shirley Henderson,Matteo Garrone,125,Romance|Fantasy|Horror,HanWay Films|Rai Cinema|Le Pacte|Fonds Eurimages du Conseil de l'Europe|Recorded Picture Company (RPC),11039995.14,0.0
155,Emma Stone|Joaquin Phoenix|Jamie Blackley|Parker Posey|Meredith Hagner,Woody Allen,95,Mystery|Drama,Sony Pictures|Gravier Productions,10119995.55,25199786.19
156,Nicole Kidman|James Franco|Robert Pattinson|Damian Lewis|Jenny Agutter,Werner Herzog,128,Drama|History,Benaroya Pictures|H Films|Raslan Company of America,13799993.93,0.0
157,Meryl Streep|Kevin Kline|Mamie Gummer|Sebastian Stan|Audra McDonald,Jonathan Demme,100,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,16559992.71,38019285.03
158,Drew Barrymore|Toni Collette|Dominic Cooper|Jacqueline Bisset|Paddy Considine,Catherine Hardwicke,112,Comedy|Drama|Romance,S Films|New Sparta Films,0.0,0.0
159,David Sandberg|Jorma Taccone|Leopold Nilsson|Andreas Cahling|Helene Ahlson,David Sandberg,31,Action|Comedy|Science Fiction|Fantasy,Laser Unicorns,579617.225,0.0
160,Michael Ealy|Sanaa Lathan|Morris Chestnut|Kathryn Morris|Rutina Wesley,David M. Rosenthal,100,Drama|Thriller,Screen Gems,11039995.14,55451294.76
161,Tilda Swinton|Matthias Schoenaerts|Ralph Fiennes|Dakota Johnson|Aurore ClÃ©ment,Luca Guadagnino,120,Crime|Drama|Mystery|Thriller,StudioCanal|Ministero per i Beni e le AttivitÃ  Culturali (MiBAC)|Frenesy Film Company|Sensi Contemporanei Cinema e Audiovisivo|Cota Film,0.0,1781601.296
162,Ben Stiller|Naomi Watts|Adam Driver|Amanda Seyfried|Charles Grodin,Noah Baumbach,97,Drama|Comedy,Scott Rudin Productions|A24,9199995.952,6980483.129
163,Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.,Etan Cohen,100,Comedy,Gary Sanchez Productions|Warner Bros.,36799983.81,97990493.64
164,Anthony Hopkins|Jim Sturgess|Sam Worthington|Ryan Kwanten|Mark van Eeuwen,Daniel Alfredson,95,Drama|Action|Crime|Thriller,Umedia|Informant Europe SPRL|European Film Company,0.0,0.0
165,Adam Sandler|Taylor Lautner|Steve Buscemi|Terry Crews|Danny Trejo,Frank Coraci,119,Comedy|Western,Happy Madison Productions,55199975.71,0.0
166,Teresa Palmer|Simon Pegg|Luke Hemsworth|Sullivan Stapleton|Alice Braga,Kriv Stenders,90,Comedy|Thriller,Parabolic Pictures|Stable Way Entertainment|Cargo Films|Media House Capital,0.0,0.0
167,Antonio Banderas|Rodrigo Santoro|Juliette Binoche|James Brolin|Lou Diamond Phillips,Patricia Riggen,120,History|Drama,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,22999989.88,22910495.08
168,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson,Sarah Gavron,106,Drama|History,Ruby Films|PathÃ©|Film4,12879994.33,14722219.92
169,Charlotte Rampling|Tom Courtenay|Dolly Wells|Geraldine James|David Sibley,Andrew Haigh,95,Drama,The Bureau,0.0,0.0
170,Zac Efron|Emily Ratajkowski|Wes Bentley|Nick Rotteveel|Alessandro Lindblad,Max Joseph,96,Drama|Music|Romance,Working Title Films,5519997.571,10232318.3
171,Hailee Steinfeld|Sophie Turner|Jessica Alba|Samuel L. Jackson|Dove Cameron,Kyle Newman,96,Adventure|Action|Comedy,A24,0.0,5588.997541
172,Michael Fassbender|Marion Cotillard|Paddy Considine|Sean Harris|Jack Reynor,Justin Kurzel,113,History|Drama|War,Studio Canal|See-Saw Films|Creative Scotland|Film4|Anton Capital Entertainment (ACE),0.0,12137055.1
173,Bruce Willis|Gina Carano|Kellan Lutz|D. B. Sweeney|Dan Bilzerian,Steven C. Miller,83,Action|Thriller,Emmett/Furla Films|Oasis Films|Aperture Entertainment|Twirly Films Limited,0.0,15432.99321
174,Katherine Heigl|Tom Wilkinson|Alexis Bledel|Grace Gummer|Linda Emond,Mary Agnes Donoghue,94,Comedy|Drama,MM Productions|Merced Media Partners|PalmStar Media,0.0,0.0
175,Booboo Stewart|Dove Cameron|Keegan Connor Tracy|Stephanie Bennett|Dan Payne,Kenny Ortega,112,Music|Action|Adventure|Comedy|Family,Walt Disney Television,0.0,0.0
176,Joe Manganiello|Jason Sudeikis|Blythe Danner|Rebecca Hall|Dianna Agron,Sean Mewshaw,105,Music|Romance|Comedy,Echo Films|Bron Studios|Hahnscape,0.0,0.0
177,Carey Mulligan|Matthias Schoenaerts|Michael Sheen|Tom Sturridge|Juno Temple,Thomas Vinterberg,119,Romance|Drama,Fox Searchlight Pictures|DNA Films|BBC Films,0.0,27811566.6
178,Jason Segel|Jesse Eisenberg|Anna Chlumsky|Mamie Gummer|Joan Cusack,James Ponsoldt,106,Drama,A24,0.0,2762652.064
179,Dev Patel|Judi Dench|Richard Gere|Maggie Smith|Bill Nighy,John Madden,122,Drama|Comedy,Participant Media|Fox Searchlight|Blueprint Pictures,9199995.952,79099969.92
180,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie,Alejandro Monteverde,106,Comedy|Drama|War,Metanoia Films,18399991.9,5906690.881
181,Nolan North|Troy Baker|Diedrich Bader|Khary Payton|James Arnold Taylor,Brandon Vietti,48,Action|Adventure|Animation|Family,Warner Bros. Animation,0.0,0.0
182,Christopher Plummer|Martin Landau|Dean Norris|Henry Czerny|Bruno Ganz,Atom Egoyan,94,Drama|Thriller,Serendipity Point Films|Egoli Tossell Film AG,0.0,1827684.996
183,Bradley Cooper|Emma Stone|Rachel McAdams|John Krasinski|Bill Murray,Cameron Crowe,105,Adventure|Comedy|Romance,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,34039985.02,24150007.77
184,Jake Gyllenhaal|Jessica Biel|James Marsden|Catherine Keener|Paul Reubens,David O. Russell|Stephen Greene,100,Romance|Comedy,K. JAM Media,23919989.48,0.0
185,Steve Downes|Jen Taylor|Michelle Lukes|Travis Willingham|Brittany Uomoleale,Ian Kirby,67,Action|Animation|Science Fiction,343 Industries|The Sequence Group,0.0,0.0
186,Sandra Bullock|Anthony Mackie|Billy Bob Thornton|Zoe Kazan|Scoot McNairy,David Gordon Green,108,Drama|Comedy,Participant Media|Smokehouse Pictures,25759988.67,6442077.285
187,Ellen Page|Evan Rachel Wood|Max Minghella|Callum Keith Rennie|Michael Eklund,Patricia Rozema,101,Drama|Science Fiction,Rhombus Media|Bron Studios,0.0,0.0
188,Michiel Huisman|Logan Marshall-Green|Tammy Blanchard|Mike Doyle|John Carroll Lynch,Karyn Kusama,100,Thriller,Pandastorm Pictures,0.0,213197.9462
189,Dakota Fanning|Theo James|Richard Gere|Clarke Peters|Brian Anthony Wilson,Andrew Renzi,90,Drama,KSM,0.0,0.0
190,Garry Chalk|Kathleen Barr|Willa Townsend|Melissa Sturm|Trevor Devall,David Feiss,85,Animation|Comedy|Family|Adventure,Sony Pictures Animation,0.0,0.0
191,Kevin Bacon|James Freedson-Jackson|Hays Wellford|Shea Whigham|Camryn Manheim,Jon Watts,86,Thriller,Park Pictures|Audax Films|Dark Arts Film|End Cue,0.0,123787.7855
192,Oscar Isaac|Garrett Hedlund|Mark Wahlberg|Walton Goggins|Louise Bourgoin,William Monahan,93,Thriller,Atlas Independent|Henceforth Pictures|Highland Film Group|MICA Entertainment,0.0,0.0
193,Jason Sudeikis|Alison Brie|Adam Scott|Natasha Lyonne|Amanda Peet,Leslye Headland,100,Comedy,Sidney Kimmel Entertainment|Gary Sanchez Productions|IM Global,0.0,2956985.419
194,Demi Moore|Kiefer Sutherland|Donald Sutherland|Brian Cox|Siobhan Williams,Jon Cassar,90,Western|Drama,Minds Eye Entertainment|Panacea Entertainment|Moving Pictures Media,10119995.55,0.0
195,Amy Winehouse|Mark Ronson|Tony Bennett|Pete Doherty|Blake Fielder,Asif Kapadia,128,Documentary|Music,On The Corner Films|Universal Music,0.0,7740089.074
196,Mia Wasikowska|Ezra Miller|Laura Carmichael|Henry Lloyd-Hughes|Paul Giamatti,Sophie Barthes,118,Drama,A Company Filmproduktionsgesellschaft|Aleph Motion Pictures|Aden Film,0.0,0.0
197,Joseph Mawle|Bojana NovakoviÄ‡|Michael McElhatton|Gary Lydon|Stuart Graham,Corin Hardy,97,Fantasy|Horror,Prescience|Bord Scannan na hEireann / Irish Film Board|Fantastic Films|Altitude Film Entertainment|Occupant Entertainment,0.0,0.0
198,Britt Irvin|Michael Kopsa|Kelly Sheridan,Zeke Norton,74,Family|Animation,Mattel Playground Productions,0.0,0.0
199,Ed Speleers|Shauna Macdonald|Elliot Cowan|Holly Weston|Amit Shah,Paul Hyett,89,Horror,Starchild Pictures,0.0,0.0
200,Julianne Moore|Ellen Page|Steve Carell|Michael Shannon|Luke Grimes,Peter Sollett,103,Romance|Drama,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,6439997.166,527467.9679
201,Simon Pegg|Lake Bell|Rory Kinnear|Ken Stott|Harriet Walter,Ben Palmer,88,Romance|Comedy,Big Talk Productions|StudioCanal,0.0,0.0
202,Karl Glusman|Aomi Muyock|Klara Kristin|Juan Saavedra|Gaspar NoÃ©,Gaspar NoÃ©,134,Drama|Romance,Wild Bunch|Les CinÃ©mas de la Zone|Rectangle Productions|Scope Pictures|RT Features,2759998.786,639647.1986
203,Robert Redford|Cate Blanchett|Elisabeth Moss|Topher Grace|Dennis Quaid,James Vanderbilt,121,Drama,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),8831996.114,2338228.651
204,Rosamund Pike|Rumer Willis|Nick Nolte|Scout Taylor-Compton|Shiloh Fernandez,Fouad Mikati,95,Thriller,Voltage Pictures|Arrow Films|Boo Pictures,0.0,0.0
205,Al Pacino|Annette Bening|Jennifer Garner|Bobby Cannavale|Christopher Plummer,Dan Fogelman,107,Comedy|Drama|Music,Big Indie Pictures|ShivHans Pictures,9199995.952,9968887.454
206,Bill Murray|Zooey Deschanel|Bruce Willis|Kate Hudson|Taylor Kinney,Barry Levinson,100,Comedy|Music|War,Shangri-La Entertainment|QED International|Dune Films|Venture Forth,13799993.93,2779009.657
207,Amanda Seyfried|Kylie Rogers|Russell Crowe|Aaron Paul|QuvenzhanÃ© Wallis,Gabriele Muccino,116,Drama,Andrea Leone Films|Fear of God Films|Busted Shark Productions,2060799.093,0.0
208,Sally Field|Max Greenfield|Beth Behrs|Stephen Root|Natasha Lyonne,Michael Showalter,95,Comedy|Drama|Romance,Red Crown Productions|Haven Entertainment,919999.5952,13289393.23
209,Olivia Taylor Dudley|Michael PeÃ±a|Djimon Hounsou|Dougray Scott|Peter Andersson,Mark Neveldine,91,Thriller|Horror,Lakeshore Entertainment|Lionsgate|H2F Entertainment|Pantelion Films,11959994.74,1641981.238
210,Andrew Garfield|Laura Dern|Michael Shannon|Tim Guinee|J.D. Evermore,Ramin Bahrani,112,Drama,Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Broad Green Pictures|Noruz Films,7359996.762,1298972.268
211,Rob Corddry|Craig Robinson|Clark Duke|Adam Scott|Chevy Chase,Steve Pink,93,Comedy,Paramount Pictures|Metro-Goldwyn-Mayer (MGM),12879994.33,11329473.94
212,Christian Bale|Cate Blanchett|Natalie Portman|Brian Dennehy|Antonio Banderas,Terrence Malick,118,Romance|Drama,Waypoint Entertainment|Dogwood Films,0.0,0.0
213,Al Pacino|Chris Messina|Holly Hunter|Harmony Korine|Natalie Wilemon,David Gordon Green,97,Drama,Worldview Entertainment,3679998.381,131652.8621
214,Ryan Reynolds|Ben Mendelsohn|Sienna Miller|Analeigh Tipton|Alfre Woodard,Ryan Fleck|Anna Boden,108,Drama,Electric City Entertainment|Sycamore Pictures|Gowanus Projections,0.0,0.0
215,Caity Lotz|Brandon Routh|Tom Cavanagh|Dane Cook|Ben Feldman,Matt Osterman,91,Mystery|Science Fiction|Thriller,New Artists Alliance,0.0,0.0
216,Napua Greig|Kuana Torres Kahele,James Ford Murphy,7,Animation|Comedy|Family|Fantasy|Music,Pixar Animation Studios,0.0,0.0
217,Norman Reedus|Djimon Hounsou|Sandrine Holt|Peter Benson|Michael Hogan,Christian Cantamessa,94,Thriller|Science Fiction,Automatik Entertainment|Circle of Confusion|Skybound Entertainment,0.0,0.0
218,Matthew Reese|Dolph Lundgren|Danielle Chuchran|Chuck Liddell,John Lyde,88,Action,Mainstay Productions,0.0,0.0
219,Adrien Brody|Salma Hayek|Gabriella Wright|Shohreh Aghdashloo|Bashar Rahal,Wayne Blair,110,Drama|Thriller,Eclectic pictures|AMBI Group,0.0,0.0
220,James Franco|Rachel McAdams|Charlotte Gainsbourg|Marie-JosÃ©e Croze|Peter Stormare,Wim Wenders,118,Drama,Neue Road Movies|Film i VÃ¤st|Montauk Productions|GÃ¶ta Film,0.0,7391.276748
221,Matthew Fox|Jeffrey Donovan|Quinn McColgan|Valeria Vereau|Clara Lago,Miguel Ãngel Vivas,110,Drama|Horror|Science Fiction,Vaca Films|La Ferme! Productions|Laokoon Filmgroup|Ombra Films|TelefÃ³nica Studios,0.0,0.0
222,BÃ©rÃ©nice Bejo|Liam Cunningham|Robert Pattinson|Stacy Martin|Yolande Moreau,Brady Corbet,116,Mystery|Drama|Horror,Hepp Film|Bow and Arrow Entertainment|FilmTeam|Bron Capital Partners,0.0,0.0
223,Robert Redford|Nick Nolte|Emma Thompson|Nick Offerman|Kristen Schaal,Ken Kwapis,104,Drama|Adventure|Comedy,Wildwood Enterprises|Route One Films,7359996.762,33111785.47
224,Peter Stormare|Laura Allen|Elizabeth Whitmere|Christian Distefano|John MacDonald,Jon Watts,100,Horror,Zed Filmworks|Cross Creek Pictures|Vertebra Films|PS 260,0.0,0.0
225,Olivia Wilde|Mark Duplass|Donald Glover|Evan Peters|Sarah Bolger,David Gelb,83,Thriller|Horror,Lionsgate|Blumhouse Productions|Chapter One Films,3035998.664,58981843.81
226,Jason O'Mara|Stuart Allan|David McCallum|Sean Maher|Jeremy Sisto,Jay Oliva,72,Action|Adventure|Animation,Warner Bros. Animation|DC Entertainment,0.0,0.0
227,Dermot Mulroney|Kandyse McClure|Isabel Lucas|Graham Rogers|Nick Jonas,Elizabeth Allen Rosenbaum,91,Thriller,Hyde Park Entertainment|Troika Pictures|Amasia Entertainment|Merced Media Partners|Roberi Media,7359996.762,0.0
229,Vince Vaughn|Dave Franco|James Marsden|June Diane Raphael|Sienna Miller,Ken Scott,90,Comedy,Studio Babelsberg|Regency Enterprises|Escape Artists|New Regency Pictures,32199985.83,13276746.92
230,Christina Hendricks|Saoirse Ronan|Eva Mendes|Matt Smith|Iain De Caestecker,Ryan Gosling,95,Fantasy|Thriller,Bold Films|Marc Platt Productions|Phantasma,1839999.19,41796.50161
231,Kurt Cobain|Dave Grohl|Courtney Love|Krist Novoselic,Brett Morgen,132,Music|Documentary,HBO Documentary Films|Public Road Productions,0.0,0.0
232,Paul Gross|Rossif Sutherland|Clark Johnson|Allan Hawco|Christine Horne,Paul Gross,120,War|Drama,Rhombus Media|International Traders|Buffalo Gal Pictures|Whizbang Films|Triple 7 Films,0.0,0.0
233,Dan Stevens|John Travolta|Michael Pitt|Jackie Earle Haley|Travis Aaron Wade,Jackie Earle Haley,94,Thriller|Crime|Drama,NeeNee Productions|Capacity Pictures|May Day Movies,6439997.166,0.0
234,Robert Pattinson|Dane DeHaan|Joel Edgerton|Ben Kingsley|Kelly McCreary,Anton Corbijn,112,Drama,See-Saw Films,11039995.14,0.0
235,Kevin Costner|Ramiro Rodriguez|Carlos Pratts|Johnny Ortiz|Rafael Martinez,Niki Caro,128,Drama,Walt Disney Pictures|Mayhem Pictures,0.0,42053235.78
236,Adrien Brody|Sam Neill|Bruce Spence|Robin McLeavy|Jenni Baird,Michael Petroni,90,Horror|Mystery,Head Gear Films|Screen Australia|Metrol Technology|Bankside Films,0.0,0.0
